,Date,Count,Hour,Temp,Humidity,Windspeed,Visibility,Solar_Rad,Rainfall,Snowfall,Seasons,Holiday,Year,Month,Day,DayofWeek,Year_Month,Day_Night
116,2017-12-05,418,20,-3.5,46,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,2017,12,5,Tuesday,2017-12,Night
117,2017-12-05,415,21,-3.7,47,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,2017,12,5,Tuesday,2017-12,Night
118,2017-12-05,393,22,-2.8,49,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,2017,12,5,Tuesday,2017-12,Night
119,2017-12-05,244,23,-2.5,59,0.0,1210,0.0,0.0,0.0,Winter,No Holiday,2017,12,5,Tuesday,2017-12,Night
120,2017-12-06,145,0,-2.8,77,0.0,331,0.0,0.1,0.1,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Night
121,2017-12-06,144,1,-3.0,79,0.0,293,0.0,0.0,0.3,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Night
122,2017-12-06,117,2,-3.0,79,0.0,1862,0.0,0.0,0.4,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Night
123,2017-12-06,78,3,-3.2,78,0.0,1808,0.0,0.2,0.4,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Night
124,2017-12-06,58,4,-3.4,75,0.0,1982,0.0,0.0,0.4,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Night
125,2017-12-06,87,5,-3.6,76,0.0,1934,0.0,0.0,0.4,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Night
126,2017-12-06,142,6,-3.7,76,0.0,1864,0.0,0.0,0.4,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Day
127,2017-12-06,379,7,-4.2,77,0.0,1741,0.0,0.0,0.3,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Day
128,2017-12-06,802,8,-4.2,78,0.0,1518,0.01,0.0,0.2,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Day
129,2017-12-06,440,9,-3.3,70,0.0,1324,0.25,0.0,0.2,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Day
130,2017-12-06,307,10,-0.9,64,0.0,1224,0.63,0.0,0.2,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Day
131,2017-12-06,381,11,1.6,57,1.2,1261,0.93,0.0,0.0,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Day
132,2017-12-06,405,12,2.4,52,0.9,1224,1.08,0.0,0.0,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Day
133,2017-12-06,442,13,4.2,47,1.1,1469,1.1,0.0,0.0,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Day
134,2017-12-06,416,14,5.5,34,1.0,1966,0.96,0.0,0.0,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Day
135,2017-12-06,412,15,5.5,31,3.1,1968,0.72,0.0,0.0,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Day
136,2017-12-06,496,16,5.3,37,2.9,2000,0.36,0.0,0.0,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Day
137,2017-12-06,239,17,4.1,60,2.5,1565,0.1,0.0,0.0,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Day
138,2017-12-06,204,18,1.7,90,1.0,66,0.0,0.3,0.3,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Day
139,2017-12-06,205,19,1.2,92,0.7,180,0.0,0.0,1.0,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Night
140,2017-12-06,190,20,1.2,94,0.6,228,0.0,0.0,1.0,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Night
141,2017-12-06,165,21,1.1,92,0.5,235,0.0,0.7,1.0,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Night
142,2017-12-06,222,22,1.3,92,0.6,233,0.0,0.0,1.0,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Night
143,2017-12-06,193,23,1.3,92,0.6,209,0.0,0.0,1.0,Winter,No Holiday,2017,12,6,Wednesday,2017-12,Night
144,2017-12-07,198,0,1.4,92,0.5,240,0.0,0.0,0.9,Winter,No Holiday,2017,12,7,Thursday,2017-12,Night
145,2017-12-07,218,1,1.5,92,0.4,227,0.0,0.0,0.9,Winter,No Holiday,2017,12,7,Thursday,2017-12,Night
146,2017-12-07,149,2,1.4,92,0.7,168,0.0,0.0,0.9,Winter,No Holiday,2017,12,7,Thursday,2017-12,Night
147,2017-12-07,102,3,1.9,91,1.4,218,0.0,0.0,0.9,Winter,No Holiday,2017,12,7,Thursday,2017-12,Night
148,2017-12-07,62,4,1.6,92,0.7,119,0.0,0.0,0.9,Winter,No Holiday,2017,12,7,Thursday,2017-12,Night
149,2017-12-07,83,5,1.5,92,1.1,175,0.0,0.0,0.9,Winter,No Holiday,2017,12,7,Thursday,2017-12,Night
150,2017-12-07,137,6,1.0,93,0.5,148,0.0,0.0,0.9,Winter,No Holiday,2017,12,7,Thursday,2017-12,Day
151,2017-12-07,367,7,0.3,93,0.5,173,0.0,0.0,0.9,Winter,No Holiday,2017,12,7,Thursday,2017-12,Day
152,2017-12-07,754,8,-0.2,96,0.8,173,0.01,0.0,0.8,Winter,No Holiday,2017,12,7,Thursday,2017-12,Day
153,2017-12-07,415,9,0.1,91,0.8,265,0.14,0.0,0.8,Winter,No Holiday,2017,12,7,Thursday,2017-12,Day
154,2017-12-07,321,10,1.1,83,0.7,311,0.41,0.0,0.7,Winter,No Holiday,2017,12,7,Thursday,2017-12,Day
155,2017-12-07,333,11,2.3,69,1.7,628,0.63,0.0,0.6,Winter,No Holiday,2017,12,7,Thursday,2017-12,Day
156,2017-12-07,431,12,3.7,65,2.4,833,0.98,0.0,0.3,Winter,No Holiday,2017,12,7,Thursday,2017-12,Day
157,2017-12-07,394,13,4.1,37,3.1,1767,1.14,0.0,0.0,Winter,No Holiday,2017,12,7,Thursday,2017-12,Day
158,2017-12-07,390,14,4.4,36,2.7,1975,1.04,0.0,0.0,Winter,No Holiday,2017,12,7,Thursday,2017-12,Day
159,2017-12-07,430,15,4.0,35,3.1,1962,0.84,0.0,0.0,Winter,No Holiday,2017,12,7,Thursday,2017-12,Day
160,2017-12-07,471,16,3.2,38,2.9,1817,0.51,0.0,0.0,Winter,No Holiday,2017,12,7,Thursday,2017-12,Day
161,2017-12-07,552,17,2.1,50,2.0,1434,0.15,0.0,0.0,Winter,No Holiday,2017,12,7,Thursday,2017-12,Day
162,2017-12-07,795,18,0.7,46,2.7,1558,0.0,0.0,0.0,Winter,No Holiday,2017,12,7,Thursday,2017-12,Day
163,2017-12-07,507,19,-0.4,47,2.5,1269,0.0,0.0,0.0,Winter,No Holiday,2017,12,7,Thursday,2017-12,Night
164,2017-12-07,390,20,-1.4,47,2.5,1620,0.0,0.0,0.0,Winter,No Holiday,2017,12,7,Thursday,2017-12,Night
165,2017-12-07,402,21,-2.2,46,2.2,1975,0.0,0.0,0.0,Winter,No Holiday,2017,12,7,Thursday,2017-12,Night
166,2017-12-07,389,22,-2.7,48,2.6,1844,0.0,0.0,0.0,Winter,No Holiday,2017,12,7,Thursday,2017-12,Night
167,2017-12-07,259,23,-3.2,50,2.1,1887,0.0,0.0,0.0,Winter,No Holiday,2017,12,7,Thursday,2017-12,Night
168,2017-12-08,233,0,-3.5,49,2.6,1893,0.0,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Night
169,2017-12-08,230,1,-3.7,50,2.5,1902,0.0,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Night
170,2017-12-08,131,2,-4.3,53,1.0,1918,0.0,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Night
171,2017-12-08,99,3,-4.8,52,1.6,1978,0.0,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Night
172,2017-12-08,71,4,-5.3,53,2.4,1936,0.0,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Night
173,2017-12-08,84,5,-5.8,56,2.0,1941,0.0,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Night
174,2017-12-08,158,6,-6.0,56,3.5,1853,0.0,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Day
175,2017-12-08,387,7,-6.5,57,0.8,1776,0.0,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Day
176,2017-12-08,780,8,-7.0,59,0.8,1559,0.01,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Day
177,2017-12-08,395,9,-6.7,50,0.9,1492,0.23,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Day
178,2017-12-08,261,10,-5.3,44,2.8,1516,0.63,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Day
179,2017-12-08,310,11,-3.7,39,1.4,1595,0.93,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Day
180,2017-12-08,355,12,-2.0,30,1.4,1728,1.14,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Day
181,2017-12-08,354,13,-1.7,28,1.8,1963,1.22,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Day
182,2017-12-08,350,14,-1.3,27,3.1,1906,1.12,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Day
183,2017-12-08,362,15,-0.8,26,3.3,1977,0.87,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Day
184,2017-12-08,401,16,-1.1,24,3.4,2000,0.56,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Day
185,2017-12-08,500,17,-2.4,30,2.7,2000,0.18,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Day
186,2017-12-08,752,18,-3.1,33,1.2,2000,0.0,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Day
187,2017-12-08,477,19,-3.3,35,1.1,2000,0.0,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Night
188,2017-12-08,384,20,-3.3,34,1.5,2000,0.0,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Night
189,2017-12-08,336,21,-3.3,35,0.5,2000,0.0,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Night
190,2017-12-08,347,22,-3.4,39,1.2,2000,0.0,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Night
191,2017-12-08,275,23,-3.5,43,0.9,2000,0.0,0.0,0.0,Winter,No Holiday,2017,12,8,Friday,2017-12,Night
192,2017-12-09,267,0,-3.5,48,0.9,1967,0.0,0.0,0.0,Winter,No Holiday,2017,12,9,Saturday,2017-12,Night
193,2017-12-09,296,1,-4.1,49,0.6,2000,0.0,0.0,0.0,Winter,No Holiday,2017,12,9,Saturday,2017-12,Night
194,2017-12-09,237,2,-4.7,50,0.7,1983,0.0,0.0,0.0,Winter,No Holiday,2017,12,9,Saturday,2017-12,Night
195,2017-12-09,169,3,-4.3,47,0.6,1992,0.0,0.0,0.0,Winter,No Holiday,2017,12,9,Saturday,2017-12,Night
196,2017-12-09,96,4,-4.3,49,0.7,2000,0.0,0.0,0.0,Winter,No Holiday,2017,12,9,Saturday,2017-12,Night
197,2017-12-09,56,5,-4.7,49,0.8,1999,0.0,0.0,0.0,Winter,No Holiday,2017,12,9,Saturday,2017-12,Night
198,2017-12-09,76,6,-5.1,53,0.9,1975,0.0,0.0,0.0,Winter,No Holiday,2017,12,9,Saturday,2017-12,Day
199,2017-12-09,127,7,-5.5,56,0.8,1950,0.0,0.0,0.0,Winter,No Holiday,2017,12,9,Saturday,2017-12,Day
200,2017-12-09,222,8,-5.4,56,0.7,1940,0.01,0.0,0.0,Winter,No Holiday,2017,12,9,Saturday,2017-12,Day
201,2017-12-09,291,9,-4.7,48,1.0,1784,0.23,0.0,0.0,Winter,No Holiday,2017,12,9,Saturday,2017-12,Day
